"","ImageNumber","ObjectNumber","Intensity_MeanIntensity_FullStackFiltered_c1","Intensity_MeanIntensity_FullStackFiltered_c10","Intensity_MeanIntensity_FullStackFiltered_c11","Intensity_MeanIntensity_FullStackFiltered_c12","Intensity_MeanIntensity_FullStackFiltered_c13","Intensity_MeanIntensity_FullStackFiltered_c14","Intensity_MeanIntensity_FullStackFiltered_c15","Intensity_MeanIntensity_FullStackFiltered_c16","Intensity_MeanIntensity_FullStackFiltered_c17","Intensity_MeanIntensity_FullStackFiltered_c18","Intensity_MeanIntensity_FullStackFiltered_c2","Intensity_MeanIntensity_FullStackFiltered_c3","Intensity_MeanIntensity_FullStackFiltered_c4","Intensity_MeanIntensity_FullStackFiltered_c5","Intensity_MeanIntensity_FullStackFiltered_c6","Intensity_MeanIntensity_FullStackFiltered_c7","Intensity_MeanIntensity_FullStackFiltered_c8","Intensity_MeanIntensity_FullStackFiltered_c9"
"25",2,14,1.91485764933567e-05,7.18071618500878e-06,1.4959825385435e-05,9.87348475438707e-06,2.63292926783655e-05,2.30381310935698e-05,3.29116158479569e-06,4.48794761563049e-06,8.97589523126097e-07,2.51325066475307e-05,4.5777065679431e-05,8.37750221584357e-06,1.79517904625219e-06,8.67669872355227e-06,5.38553713875658e-06,1.13694672929306e-05,7.18071618500878e-06,4.18875110792179e-06
"26",2,15,4.16155142540281e-05,4.50834737751972e-06,0.000248305901715701,5.65277401950549e-05,5.34065766260028e-05,2.39289206960662e-05,5.41001685302366e-05,6.58912309022112e-05,1.07506745156239e-05,0.00017790632343597,6.38104551895098e-05,4.23091061582619e-05,0.000111668296581642,1.00570826113901e-05,4.71642494878986e-05,9.88368463533168e-05,7.52547216093676e-05,0.000103345193730837
"27",2,16,3.20439459756017e-05,5.08634063104788e-06,8.79936929171284e-05,2.54317031552394e-05,2.79748734707634e-05,3.91648228590687e-05,4.5777065679431e-06,6.61224282036225e-06,2.03453625241915e-06,3.71302866066496e-05,3.10266778493921e-05,1.32244856407245e-05,6.61224282036225e-06,1.37331197038293e-05,2.54317031552394e-06,1.32244856407245e-05,3.56043844173352e-06,4.5777065679431e-06
"28",2,17,2.30306976399622e-05,6.53958081134728e-06,5.26957526247694e-05,1.8197094431575e-05,3.84792726001014e-05,3.18449152552563e-05,3.50673173941811e-06,7.58212267982293e-06,2.55896640444024e-06,4.27442166075018e-05,5.79084619671477e-05,9.76198295027203e-06,1.32687146896901e-06,1.1088854419241e-05,5.78136854336499e-06,1.46903626921569e-05,6.82391041184064e-06,7.20301654583179e-06
"29",2,18,2.10035948411507e-05,5.5650550433818e-06,0.000295665988917736,4.36228508239283e-05,5.18806744366884e-05,7.61155915610931e-05,3.41084018787917e-05,1.05915563728879e-05,2.51325066475307e-06,5.25987460551893e-05,4.70336910118075e-05,1.65156472255202e-05,5.76252473846954e-05,1.09505921821384e-05,2.44144350290298e-05,0.000209856430506882,2.38758813151542e-05,4.48794761563049e-06
"30",3,1,1.33981655647115e-05,3.16345575833466e-06,2.86571874578552e-05,3.85197259985456e-05,2.69824167622662e-05,1.60033644245165e-05,6.81073416206168e-05,1.35842511975547e-05,1.67477069558894e-06,3.59145271387406e-05,4.03805823269777e-05,1.04207954392201e-05,4.65214082108038e-05,6.88516841519897e-06,0.000112767893502988,3.18206432161898e-05,0.000135842511975547,1.00486241735336e-05
"31",3,2,6.25791347303082e-05,8.91538357801652e-06,0.000163391549035572,7.61236597815256e-05,8.12671503073044e-05,2.94893456811316e-05,5.64069460993737e-05,0.000144017734721805,1.88594652611888e-06,0.000168535039561351,4.80059115739351e-05,2.4688754523738e-05,9.99551658843006e-05,1.5087572208951e-05,2.74319494708201e-05,0.000199738882084409,9.94408168317227e-06,6.18933359935377e-05
"32",3,3,2.00776603857153e-05,4.81863849257168e-06,2.12823200088583e-05,1.28497026468578e-05,2.32900860474298e-05,1.52590218931437e-05,3.61397886942876e-06,8.83417056971475e-06,2.81087245400015e-06,2.97149373708587e-05,2.00776603857153e-05,1.08419366082863e-05,4.01553207714307e-06,5.22019170028599e-06,2.81087245400015e-06,2.36916392551441e-05,6.42485132342891e-06,3.61397886942876e-06
"33",3,4,2.0465041127275e-05,3.94939390175483e-06,7.80902885119705e-05,3.48264734972926e-05,3.80577957805465e-05,8.88613627894836e-05,0.000148820342934307,9.69396684976185e-06,3.05180437862873e-06,5.47529609106919e-05,5.69071757661946e-05,1.79517904625219e-05,5.60095862430685e-05,9.87348475438707e-06,1.79517904625219e-05,7.64746273703435e-05,5.99589801448233e-05,6.28312666188268e-06
"34",3,5,1.52590218931437e-05,3.46795952116901e-06,3.05180437862873e-05,2.91308599778197e-05,3.05180437862873e-05,2.91308599778197e-05,2.77436761693521e-06,1.59526137973775e-05,0,3.46795952116901e-05,2.21949409354817e-05,1.80333895100789e-05,4.85514332963662e-06,1.3871838084676e-05,5.54873523387042e-06,1.3871838084676e-05,4.16155142540281e-06,1.0403878563507e-05
"35",3,6,2.68122813265238e-05,5.66763670316764e-06,6.06001155184848e-05,6.64857382486973e-05,4.53410936253411e-05,0.000138203141146473,8.61044806827392e-05,1.46050638120089e-05,3.70576245976346e-06,6.36519198971135e-05,6.60497661946075e-05,1.46050638120089e-05,4.86108840310148e-05,7.41152491952692e-06,9.59138518997601e-06,6.06001155184848e-05,3.29158900837813e-05,1.02453432711107e-05
"36",3,7,4.39818866331788e-05,5.98393015417398e-06,4.93674237719354e-05,3.59035809250439e-05,5.35561748798571e-05,5.68473364646528e-05,8.97589523126097e-06,1.25662533237654e-05,3.88955460021309e-06,5.17609958336049e-05,5.77449259877789e-05,1.79517904625219e-05,2.39357206166959e-06,2.51325066475307e-05,1.13694672929306e-05,1.85501834779393e-05,8.07830570813488e-06,1.43614323700176e-05
"37",4,1,3.96147683764306e-05,2.34754182971441e-06,6.13295303012889e-05,1.34983655208578e-05,1.79000064515724e-05,1.40852509782864e-05,4.43098520358595e-05,3.37459138021446e-05,3.52131274457161e-06,0.000111508236911434,1.81934491802867e-05,6.45574003171462e-06,5.25262484398599e-05,5.86885457428602e-06,2.99311583288587e-05,1.14442664198577e-05,6.45574003171462e-05,2.23016473822869e-05
"38",4,2,2.93877458682767e-05,7.34693646706917e-06,2.54317031552394e-05,1.52590218931437e-05,7.29042157116864e-05,2.76922989912607e-05,2.26059583602128e-06,7.91208542607449e-06,5.65148959005321e-06,3.84301292123618e-05,2.88225969092713e-05,1.13029791801064e-05,1.69544687701596e-06,9.04238334408513e-06,5.08634063104788e-06,1.63893198111543e-05,1.69544687701596e-06,6.21663854905853e-06
"39",4,3,2.27389345858611e-05,4.48794761563049e-06,3.05180437862873e-05,1.8849379985648e-05,3.91947425098396e-05,2.39357206166959e-05,1.1967860308348e-06,4.78714412333919e-06,5.98393015417398e-07,2.96204542631612e-05,2.66284891860742e-05,6.88151967730008e-06,4.18875110792179e-06,3.88955460021309e-06,9.87348475438707e-06,1.52590218931437e-05,3.59035809250439e-06,6.58232316959138e-06
"40",4,4,3.25590594535231e-05,8.74721000243904e-06,4.92759496804066e-05,2.3811849451084e-05,4.84012286801627e-05,3.29478243425204e-05,4.47079622346884e-06,7.67810655769649e-06,1.36067711149052e-06,4.17922255672087e-05,5.86063070163415e-05,1.51618306708943e-05,5.44270844596207e-06,1.44814921151491e-05,8.26125389119242e-06,1.7785993671626e-05,6.90057677970191e-06,6.80338555745258e-06
"41",4,5,2.34655546760108e-05,7.18071618500878e-06,3.20567686830749e-05,1.87211529109157e-05,2.93640001136966e-05,3.84681224196899e-05,1.92340612098449e-06,7.05248911027648e-06,1.1540436725907e-06,3.34672665051302e-05,5.74457294800702e-05,9.61703060492247e-06,1.79517904625219e-06,8.97589523126097e-06,6.79603496081188e-06,1.1540436725907e-05,6.28312666188268e-06,7.82185155867028e-06
"42",4,6,2.72234822411767e-05,8.84329677898098e-06,0.000105599367419596,1.83801854621958e-05,3.98815344934436e-05,3.06914417623458e-05,5.20193928175352e-06,6.93591904233802e-06,3.64135749722746e-06,4.43898818709634e-05,4.10953203258528e-05,1.31782461804422e-05,3.98815344934436e-06,8.32310285080563e-06,6.76252106627957e-06,1.82067874861373e-05,4.85514332963662e-06,6.76252106627957e-06
"43",4,7,1.86360185416263e-05,4.62773614792062e-06,9.75576809561643e-06,1.07563596951668e-05,2.62655294881981e-05,2.33888286394907e-05,3.37699664848261e-06,4.62773614792062e-06,1.62596134926941e-06,1.92613882913453e-05,5.30313547761714e-05,7.75458489651563e-06,2.75162689876361e-06,7.50443699662803e-06,4.50266219797682e-06,1.1882025244661e-05,3.00177479865121e-06,5.25310589763962e-06
"44",4,8,2.76658901614006e-05,4.13562275608566e-06,3.75058201672596e-05,5.3050057422892e-05,3.0375436105043e-05,2.79511055238893e-05,3.422584349864e-06,6.84516869972799e-06,3.70779971235266e-06,4.22118736483226e-05,1.81111755180303e-05,1.6685098705587e-05,0.000147598950087885,8.41385319341566e-06,6.84516869972799e-06,2.16763675491386e-05,3.27997666861966e-06,5.27648420604033e-06
"45",4,9,1.93946446492293e-05,2.28172289990933e-06,0.000264252033345749,3.60797433548163e-05,3.62223510360606e-05,2.32450520428263e-05,1.7968567836786e-05,6.34604181537283e-05,2.994761306131e-06,0.000117651337026575,5.37630958291136e-05,4.05005814733906e-05,6.50291026474159e-05,4.84866116230733e-06,2.70954594364233e-05,5.6044818729023e-05,8.41385319341566e-06,3.2086728279975e-05
"46",4,10,2.62794265937474e-05,3.10831927452926e-06,2.7409724511758e-05,1.5824170852149e-05,2.88225969092713e-05,2.57142776347421e-05,3.95604271303724e-06,4.80376615154522e-06,2.54317031552394e-06,2.7409724511758e-05,4.54944911999283e-05,1.04552557415984e-05,2.8257447950266e-06,8.47723438507981e-06,5.08634063104788e-06,1.83673411676729e-05,5.08634063104788e-06,5.08634063104788e-06
"47",4,11,3.15162975549976e-05,6.55995333723933e-06,5.67578571352446e-05,3.10884745112646e-05,3.05180437862873e-05,3.35128050924183e-05,4.706053481063e-06,1.44033758056777e-05,3.422584349864e-06,4.1071012198368e-05,5.71856801789776e-05,1.4973806530655e-05,3.56519203110833e-06,1.12660068183023e-05,7.70081478719399e-06,1.9252036967985e-05,5.133876524796e-06,8.27124551217133e-06
"48",4,12,1.14160089719075e-05,7.45996625887023e-06,1.60502304357511e-05,1.33375154325256e-05,2.24929285684118e-05,2.06844518995947e-05,2.14756604422022e-06,4.74725125564469e-06,2.26059583602128e-06,2.93877458682767e-05,5.59497469415267e-05,9.94662167849364e-06,1.00596514702947e-05,6.66875771626278e-06,1.37896345997298e-05,1.5824170852149e-05,7.12087688346704e-06,4.06907250483831e-06
"49",4,13,3.89314085972329e-05,1.1026211025525e-05,0.00015797268213347,4.38435594806422e-05,4.02900886288142e-05,8.80529174313255e-05,0.00010696992402488,0.000108798916375086,5.38246320203355e-06,0.000165654450004333,4.71357457110122e-05,1.66699588490165e-05,8.70077789454938e-05,1.25416618299811e-05,2.28362759154239e-05,0.000378653675011576,8.20433711377929e-06,1.78196111834315e-05
"50",4,14,3.22520235468718e-05,5.20193928175352e-06,5.93021078119901e-05,3.01712478341704e-05,4.99386171048338e-05,3.22520235468718e-05,3.81475547328591e-06,7.62951094657183e-06,2.77436761693521e-06,5.54873523387042e-05,3.5026391163807e-05,1.49122259410268e-05,2.08077571270141e-06,1.87269814143127e-05,6.93591904233802e-06,1.94205733185465e-05,5.54873523387042e-06,5.89553118598732e-06
"51",5,1,3.31857049564173e-05,6.72250614872762e-06,9.76363988267583e-05,2.19815280418713e-05,2.34754182971441e-05,1.67529121484165e-05,2.43290698715857e-05,1.69663250420269e-05,2.24083538290921e-06,4.81246075091454e-05,5.41001685302366e-05,7.68286416997443e-06,1.32315994038448e-05,9.71028665927324e-06,1.16310027017668e-05,5.89019586364706e-05,1.70730314888321e-05,3.58533661265473e-05
"52",5,2,2.45341136321133e-05,4.48794761563049e-06,0.000390750639067561,2.66284891860742e-05,2.06445590319002e-05,1.67550044316871e-05,3.23132228325395e-05,1.97469695087741e-05,2.09437555396089e-06,6.73192142344573e-05,3.88955460021309e-05,1.40622358623089e-05,5.89417120186137e-05,7.47991269271748e-06,7.18071618500878e-05,3.65019739404613e-05,2.96204542631612e-05,4.24859040946353e-05
"53",5,3,2.54580572517733e-05,6.64123232654957e-06,0.000169035175168607,2.3797749170136e-05,2.37186868805342e-05,3.04389814966855e-05,3.47874074247835e-06,8.22247811858518e-06,1.58124579203561e-06,4.27726986745633e-05,4.63305017066434e-05,1.18593434402671e-05,7.11560606416025e-06,9.25028788340833e-06,7.58997980177094e-06,1.51008973139401e-05,5.92967172013354e-06,7.7481043809745e-06
"54",5,4,3.20107741888774e-05,1.12784074862366e-05,4.49477710113253e-05,1.85762005655662e-05,5.58944606303197e-05,3.71524011311324e-05,3.64889653966479e-06,7.96122881381408e-06,2.15616613707465e-06,3.7981695799238e-05,6.84997395855253e-05,1.26052789552056e-05,1.99030720345352e-06,1.80786237647028e-05,8.12708774743521e-06,1.75810469638394e-05,5.63920374311831e-06,1.0449112818131e-05
"55",5,5,1.83108262717724e-05,8.85023269802332e-06,3.90630960464478e-05,2.01419088989496e-05,3.87579156085849e-05,2.68558785319328e-05,9.15541313588619e-06,1.98367284610868e-05,3.3569848164916e-06,2.77714198455214e-05,3.11284046620131e-05,1.00709544494748e-05,8.54505226016045e-06,1.22072175145149e-05,3.05180437862873e-06,1.52590218931437e-05,4.5777065679431e-06,1.34279392659664e-05
"56",5,6,3.69428951097162e-05,1.28497026468578e-05,0.000226476009150869,0.000162762900193532,8.88771099740999e-05,3.3998171586478e-05,5.56820448030505e-05,9.26249399127667e-05,7.22795773885752e-06,0.000180163539194486,3.96199164944783e-05,5.70205554954315e-05,0.00023343626475125,2.86441288169539e-05,2.56994052937156e-05,6.1571491849527e-05,2.67702138476204e-06,2.56994052937156e-05
"57",5,7,2.37667499270907e-05,5.54374536405579e-06,9.48474454365188e-05,3.1945146553272e-05,4.2538640169735e-05,6.25729674754812e-05,4.44597400483682e-06,8.89194800967364e-06,3.01887123785216e-06,5.36810194658075e-05,4.27581944415788e-05,1.42161391018856e-05,5.06072596599944e-05,1.75643417475035e-05,7.19040240288424e-06,2.16260957766137e-05,5.26930252425105e-06,9.44083368928312e-06
"58",5,8,2.32083326997514e-05,8.04068219518947e-06,4.71476365081564e-05,2.23859902025161e-05,3.05180437862873e-05,3.71881551527513e-05,3.47211276610454e-06,7.12696830937249e-06,1.46194221730718e-06,3.67312982098428e-05,4.54115801251042e-05,1.27919944014378e-05,3.01525582319605e-06,1.37970796758365e-05,6.3959972007189e-06,1.40711938415816e-05,4.38582665192153e-06,8.68028191526136e-06
"59",5,9,2.1945559576656e-05,8.05813515705339e-06,1.85165658928035e-05,2.16883850503671e-05,2.47744793658344e-05,2.24599086292339e-05,3.94334273643038e-06,6.94371220980133e-06,2.14312105240782e-06,2.906072147065e-05,4.74915625213572e-05,9.00110842011283e-06,1.11442294725206e-05,1.04584307357501e-05,9.51545747269071e-06,1.75735926297441e-05,5.14349052577876e-06,6.17218863093451e-06
"60",5,10,2.38040741533041e-05,5.49324788153172e-06,1.64797436445951e-05,2.07522697746754e-05,1.83108262717724e-05,2.68558785319328e-05,2.44144350290298e-06,7.32433050870895e-06,4.27252613008022e-06,4.0894178673625e-05,6.22568093240261e-05,6.10360875725746e-06,1.83108262717724e-06,6.71396963298321e-06,8.54505226016045e-06,1.46486610174179e-05,5.49324788153172e-06,9.76577401161194e-06
"61",5,11,1.94976390856836e-05,1.69544687701596e-06,5.17111297489868e-05,2.54317031552394e-05,1.94976390856836e-05,5.51020235030187e-05,1.35635750161277e-05,1.01726812620958e-05,8.47723438507981e-07,4.4929342240923e-05,2.79748734707634e-05,1.18681281391117e-05,6.69701516421305e-05,2.11930859626995e-05,2.54317031552394e-06,3.81475547328591e-05,7.62951094657183e-06,7.62951094657183e-06
"62",5,12,1.94071055145808e-05,1.22961050206886e-05,2.99254604117963e-05,1.8073792921976e-05,3.22957939097604e-05,3.28883772842514e-05,1.9258959670958e-06,5.18510452679639e-06,2.22218765434131e-06,3.30365231278741e-05,5.52583996712872e-05,5.48139621404189e-06,4.14808362143711e-06,8.29616724287422e-06,5.33325037041914e-06,1.89626679837125e-05,5.33325037041914e-06,4.29622946505986e-06
